Date,Date,Q (m3/s),T (C)
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002944733,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003091372,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002818225,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003298559,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003375657,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003174902,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003264732,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003112648,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003617072,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.003722748,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.004474384,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.004558054,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002214066,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002189014,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002294004,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002406755,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002419322,
2022-07-17 00:00:00,2022-07-17 00:00:00,0.002614985,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.00267419,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002693812,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002743245,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002621001,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002723763,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002606458,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002844304,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002835052,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002784871,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003201026,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.00335999,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.00335008,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003017582,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002845857,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003038213,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003446682,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003852681,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.003485592,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.00301104,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.001910329,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002076442,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002304417,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002823584,
2022-07-18 00:00:00,2022-07-18 00:00:00,0.002874099,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002768064,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002701322,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002890921,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.00297151,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002870162,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002907305,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.00298388,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002867495,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002815266,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.003125195,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.003223894,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002917318,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002701046,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002857667,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.003110325,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002607431,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.003400902,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.003513823,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002848679,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002064034,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002234236,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002267953,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002316916,
2022-07-19 00:00:00,2022-07-19 00:00:00,0.002412257,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.00239007,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002563124,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002549502,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002688407,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002689629,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002566766,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002912225,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.00275832,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.00269472,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.003002766,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.003247431,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002727384,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002767542,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002646286,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002455694,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002644882,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002301542,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.003256232,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002426437,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002440407,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002711977,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002635205,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002590384,
2022-07-20 00:00:00,2022-07-20 00:00:00,0.002778794,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002675095,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002778593,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002799803,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002853332,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002851085,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002903958,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002863808,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002762329,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002676275,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003063273,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003197744,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003286402,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002850716,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002969585,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002974612,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003440461,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003268639,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003728269,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.003149997,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.001970982,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.00196333,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002260163,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002252741,
2022-07-21 00:00:00,2022-07-21 00:00:00,0.002315186,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002357277,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002463061,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002465457,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002435611,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002572067,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002529341,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002624036,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002595906,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002569032,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002762772,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.003175559,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.003224337,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002750401,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002502507,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002219688,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.00302855,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.00327259,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.003169248,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002760934,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.001671862,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.00196745,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002118071,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002038717,
2022-07-22 00:00:00,2022-07-22 00:00:00,0.002191842,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002327213,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.0024072,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002467031,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002325225,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002428815,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002504548,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002397873,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002544921,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.0023552,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002583027,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.00331044,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.0033965,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002339966,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.00301007,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002324755,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002627734,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.003392284,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.003151821,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.001957229,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.001809913,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002044735,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002009607,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002381883,
2022-07-23 00:00:00,2022-07-23 00:00:00,0.002505718,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002479823,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002461564,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002425623,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002490885,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002660454,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002429853,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002619451,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002488172,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002592083,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002446515,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002526641,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002490394,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002763895,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002388162,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002201694,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.002238225,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.00594429,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.004930227,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.004374398,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.003670037,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.003572187,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.003466585,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.003329373,
2022-07-24 00:00:00,2022-07-24 00:00:00,0.003234287,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003381588,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003250661,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003022831,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002930055,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002853417,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002936539,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002766865,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002829645,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002875623,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002755322,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002872953,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002746084,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002861639,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003149993,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003071559,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002922751,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003451082,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002950491,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003094683,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002981786,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003005344,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002840151,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.002980652,
2022-07-25 00:00:00,2022-07-25 00:00:00,0.003072115,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003054711,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003216252,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003155463,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003035374,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003345587,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003206116,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003228959,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003079982,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003014797,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003197047,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003107787,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003172249,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.003596656,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002842557,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002480013,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002576603,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002623029,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002679704,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002349377,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002553634,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002449352,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002588191,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.002677026,
2022-07-26 00:00:00,2022-07-26 00:00:00,0.00278101,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002745604,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.00277586,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002974024,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002935248,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.003017755,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002957417,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.003084519,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002851045,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002892983,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.003001463,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.003134314,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002649103,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002878581,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002392831,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002324213,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002158811,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.001931414,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.001914124,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.003066178,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002500165,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002474417,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002533564,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002416918,
2022-07-27 00:00:00,2022-07-27 00:00:00,0.002521513,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002527135,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002561478,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002619957,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002627693,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.00252824,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002482268,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002598186,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002548511,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002605455,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002791083,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002717134,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002534857,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002591427,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002658924,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002644529,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002562628,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002478245,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002591969,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002495259,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.00252182,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002569763,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002600504,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.00255849,
2022-07-28 00:00:00,2022-07-28 00:00:00,0.002551758,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002545875,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002611809,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002664376,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002804537,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002575334,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002735871,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002711901,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002647501,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002550994,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002568841,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002613321,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.00286295,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002880472,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002652507,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002284911,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002146107,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.003141931,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002795442,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002789351,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002780246,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002564697,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.003037067,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.003028586,
2022-07-29 00:00:00,2022-07-29 00:00:00,0.002980816,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003032994,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002937409,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002970463,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002927604,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002910366,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003015472,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003128954,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002867537,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002815145,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002839617,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003123987,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002873855,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002583449,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002961051,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002427328,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003249862,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.003076257,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002845857,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002691247,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002937657,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002715227,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002670301,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.00276702,
2022-07-30 00:00:00,2022-07-30 00:00:00,0.002793985,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002769348,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002787894,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002901602,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002813765,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.00275688,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002774532,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002820824,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002888614,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002704249,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002777908,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002902675,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002812711,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002573138,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.00286889,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002563738,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002169437,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.00195905,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002015606,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002243103,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002221513,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002239424,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.0023309,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002268021,
2022-07-31 00:00:00,2022-07-31 00:00:00,0.002354066,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002409004,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002460737,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002542056,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002377739,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002347663,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002502465,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002449048,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002351955,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.00242095,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002347734,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002571332,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002428068,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002456253,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.00251215,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002038314,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.001994802,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.001676461,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.001873275,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.001994142,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002156905,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.002397022,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.003618341,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.00341026,
2022-08-01 00:00:00,2022-08-01 00:00:00,0.003112303,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002914379,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002848143,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002804656,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002823669,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002741692,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002666455,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002622404,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002674587,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002700178,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00274237,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002699506,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00284839,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002642032,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00255214,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002318866,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00215373,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002534518,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002416292,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00214897,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00209385,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002104765,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002335107,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.00223399,
2022-08-02 00:00:00,2022-08-02 00:00:00,0.002122276,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002040488,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002212417,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002286306,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002182156,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002276584,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002290317,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.00232895,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002389853,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002167672,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002323959,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002443797,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.00224438,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002104763,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002106126,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001899329,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001907664,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001730693,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.002130947,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001674918,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001619711,
2022-08-03 00:00:00,2022-08-03 00:00:00,0.001765207,
